,gdp_af_in_pr,gdp_af_in_vl,gdp_af_ex_pr,gdp_af_ex_vl,gdp_af_in_pr2,gdp_af_in_vl2,gdp_af_ex_pr2,gdp_af_ex_vl2,pop_af_in_pr,pop_af_in_vl,pop_af_ex_pr,pop_af_ex_vl,pop_af_in_pr2,pop_af_in_vl2,pop_af_ex_pr2,pop_af_ex_vl2
Jamaica,-0.027228655242322847,-0.027780455573295858,-0.027232445914339074,-0.027287706520171175,-0.01931162417897761,-0.022574471490093968,-0.029837214333282357,-0.024668615661225683,-0.01855242024065492,-0.05525148807294329,-0.04365706175166013,-0.03885305125908998,-0.0010030463571768934,-0.04398032856377837,-0.04657432674535282,-0.03647673740248318
Japan,-0.016078294140425116,-0.017915730805566417,0.004526313229451011,0.008347437889394288,-0.018200350379296872,-0.015174787048678655,0.003708869734675152,0.008454114439831116,-0.029382108475446037,-0.02646246562547256,0.004496225459963436,0.011275542425497553,-0.02929019355308644,-0.024655578112523228,0.004093828749167241,0.011224274928193475
Jordan,-0.00801503143869375,0.016691954265474613,-0.07791868125788479,-0.06212645838763051,-0.00741951371523646,0.015106594895972708,-0.07559546062410544,-0.06181527044626721,-0.007735834999709118,0.02046325310251482,-0.11524616670451554,-0.09805438541799993,-0.007256355821397236,0.02101122874091452,-0.11220222059588013,-0.09883634177433281
Kazakhstan,0.01218194139049481,0.00431891067047528,0.03467147940736439,0.03110096061608488,0.00819943573862427,0.007658094256874086,0.03770146006939922,0.02914782363779598,0.03052609520046457,0.0015762846088404438,0.05876159156905681,0.04380976665554512,0.016458977568128433,0.014852070947180593,0.05918760155527898,0.04335880585843847
Kenya,-0.02155196229412906,0.010372922339744253,-0.007246159895778059,-0.007379183771488009,-0.0186961033325033,0.006786626469782847,-0.007138316693845452,-0.00815203459251166,-0.033642310241916856,0.004794585365862056,-0.012198027059473239,-0.014099891215862075,-0.030767296012746848,0.002175428074892258,-0.01357982298447312,-0.015300035261903986
Kiribati,0.3304897571523408,0.18030767615594176,,,0.32437348129474225,0.181164560107625,,,0.32184896789355427,0.17742247253063154,,,0.29241744740253445,0.1868811345082107,,
"Korea, Rep.",0.01061596321934039,0.010048365380234896,-0.005369828398999981,0.0032223453775979925,0.0117359630736968,0.010075981959430165,-0.00684600367821005,0.0030165210571790834,0.01666190588351016,0.010457337713536715,-0.009335921172926769,0.005741711520962555,0.015873568277313694,0.012757616962201804,-0.011416488798324124,0.006760139953785751
Kuwait,0.016300620243138386,0.05646533299888816,-0.036271450915752894,-0.03532974472759015,0.014583005343987761,0.049644013835168484,-0.042263002069974194,-0.030311411719544924,0.022847193327588285,0.075595875006503,-0.04336032697635497,-0.0415349720578746,0.018468926150290638,0.06821079161939687,-0.052394694818931935,-0.03438872917405445
Kyrgyz Republic,-0.0033139803601200204,-0.016457637056791163,0.02368346000709241,0.023427255280516063,-0.005743874084766485,-0.012371663798849549,0.020248418831161567,0.02306331637093818,0.0031350933030625137,-0.021095288861806397,0.05161306169007114,0.023164485215474064,-0.0014720014468111479,-0.014176512726378739,0.03947399753018236,0.031005992950068305
Latvia,-0.01850360195523251,-0.03224041762147069,-0.0025148061489473606,5.9935595842423396e-05,-0.021886524466347264,-0.02713447151830016,-0.001266061027438801,-0.0019235943156528709,-0.04510490697946951,-0.06875981304604606,-0.014513070426687596,-0.015635776344495252,-0.049626607155560505,-0.061444463535065844,-0.015021243143566846,-0.016452116426753025
Lebanon,0.016522540802460094,0.013729798379068316,0.0017948855115165977,-0.00013649204010061922,0.018986838330359513,0.013190970297785872,0.0038614058195246995,-0.0012449183569013256,0.0317976218048154,0.021750658859390808,0.0005412333673147638,-0.0050473657945746975,0.03226611141720211,0.023901900205315917,0.003109001953049991,-0.0073943524948442245
Libya,0.10086842318334606,0.15317264191805996,0.025140163114944124,0.04623175005140769,0.1041150119129684,0.15042970305544692,0.02838906019650842,0.04148883876471004,0.09726131714539617,0.15058745613892302,0.0366454416845781,0.05252157433241269,0.10007853859143861,0.14905977848863458,0.037666424869059,0.0506216975774995
Lithuania,-0.01690030067184777,-0.02324927808464294,0.002406799945056291,0.002418742472663233,-0.017616475500928347,-0.020703331235163203,0.0024117644302321046,0.0024066699703073693,-0.046687591221484,-0.05077312720898937,0.0010397557584413937,0.0009835073174049508,-0.04365553172469234,-0.04934305405795745,-0.0003510700097531247,0.0021468107750309724
Luxembourg,-0.014448333396357793,-0.031170547116851403,-0.0006040931385244519,0.005071336345103152,-0.015395418756642165,-0.025508444474508823,-0.005317119222331354,0.006048229170680947,-0.039276061799779036,-0.06673725739558242,-0.0022722870497173114,0.012404280520194596,-0.03939433956738044,-0.06027530877734185,-0.010156732841402913,0.014012961428928099
Madagascar,0.02196931621363743,0.03888182283250611,-0.019516827214733013,0.021906628947404017,0.025657892977492613,0.03402626951799117,-0.026202061404044866,0.023536755403143903,0.056271328523996675,0.07902586331201297,-0.028038679853215336,0.028654522026849694,0.06319597185857133,0.07330184471126606,-0.03512395391479379,0.03143325858289284
Malawi,-0.010993261654318779,-0.00021318483488350822,-0.022298659552655045,-0.010460361349478394,-0.012947418990220406,0.004852837294595559,-0.021229314413359356,-0.013529027731597684,-0.008755077234438248,0.006332859614969705,-0.025979333181064934,-0.007436767179671303,-0.0039961037980576685,0.009959185697961918,-0.022365443907019153,-0.013798747427522693
Malaysia,0.008878619004933875,0.01777013798980825,0.0006820156293170184,-0.016346052343829583,0.009313332397253255,0.016834048268502606,-0.0005274306117143911,-0.013804409744365033,0.01091767147123283,0.017892591745288084,-0.0021238197070674817,-0.021617300765258557,0.009377389105402806,0.01980634797285477,-0.002663169787195274,-0.020403976117822485
Maldives,0.026090673119279414,0.03561569677224896,-0.002145477667614593,-0.07035990936319529,0.0324659720799654,0.03046528089282459,-0.01914922278157489,-0.038088054303136124,0.06903372654800095,0.06973467087988136,0.008195239304741166,-0.11401073950390571,0.07196733784065308,0.06796884041652634,-0.02994990965474185,-0.05357465909903457
Mali,0.02783507631569467,0.039004189340180004,-0.0012300611088919332,-0.08342846372179229,0.03320895315266687,0.03134297447428035,-0.0066544931563207585,-0.07339021804205459,0.07098245012419988,0.07841216942697929,-0.01739342920078992,-0.10194989043453,0.07882600466952167,0.06786029064913235,-0.021434113951146097,-0.09531074798659328
Malta,-0.020176102549993084,-0.00895268923031089,-0.020856163571508338,-0.048680227009205525,-0.018822571320628815,-0.010269277352149397,-0.01976664580063357,-0.05407379809724572,-0.029194978970746636,-0.007243031428446579,0.0007549266749876741,-0.06043186086264638,-0.02458969805784836,-0.009680310021624882,-0.0026078316706788854,-0.06754183628419913
Martinique,0.018570644038120206,0.04424357575349897,,,0.02298063949997231,0.03618254831871931,,,0.028430005055946086,0.053488958278457954,,,0.03271314313982861,0.04437599756169706,,
Mauritania,-0.003962728767916772,-0.009161540981683054,0.001939423959598404,-0.02760125636142128,-0.007724301846456279,-0.004139609272898493,-0.016623299539106205,-0.006759242333960941,-0.01221224673587051,-0.031732618567384865,0.007519634244946634,-0.0930564637759638,-0.024120338110676716,-0.016660045625286068,-0.053984838731784314,-0.023272704994473193
Mauritius,-0.01425806830805423,-0.020703510749502732,-0.0926671614640046,-0.10194019798881764,-0.014364549786968474,-0.019346334790490256,-0.10792174423925437,-0.08471139687757984,-0.02375519316114949,-0.030285191804022137,-0.1425167233738432,-0.11001452520232376,-0.022137858483927315,-0.02988860516763197,-0.14403374811774589,-0.1068278332410145
Mexico,0.00332960798934408,-0.0197770888487737,-0.016454836663059035,-0.019894049174739026,0.0027991426949591364,-0.016044305773292702,-0.01669318842426499,-0.019766927753487127,-0.0065517507043204295,-0.03385923009145568,-0.021045921287073763,-0.020545945463024122,-0.005573727562324093,-0.030140982838634263,-0.01900348580406737,-0.024394761912568678
Moldova,0.03557548159933752,0.030304855272009355,0.008446579638988224,0.014817054680799973,0.03955633571362162,0.028551641752817585,0.007986270783730685,0.014621802697361483,0.0788109753451898,0.05992650788053477,0.017803567809891726,0.025865005725271655,0.07782567204455637,0.06110809247894463,0.018554049581290262,0.02711675765141856
Mongolia,0.004113708319789721,0.0014916576017004897,-0.0001009542372048628,0.001500658898293286,0.005686338205276879,0.0013422888285045253,-0.0004947616224023314,0.0049568863441448625,0.0031309606744896936,-0.02012472343230112,-0.026067075759874138,-0.019113373600204195,-0.0006887347606743557,-0.013062857034740739,-0.025017166656434553,-0.016172906153345403
Montenegro,-0.01644517783078076,0.00489303223883496,0.0029534668320631494,-0.00522602821140596,-0.018077026975122704,0.006560307209726412,0.0029382861650048032,-0.0027357807123360597,-0.044880105852372336,0.016992629172795617,0.019052747690797654,-0.02037699437586975,-0.04821103570356491,0.02067353344954997,0.012018285138556245,-0.00687695782721542
Montserrat,-0.008129882916556032,-0.026806207554317285,,,-0.004122299629689032,-0.01339722670022501,,,-0.009080070296773416,-0.026096138218620744,,,0.010584448899223442,-0.010858288857487101,,
Morocco,0.015269627962508357,0.010437531772085906,-0.050495867062584764,-0.08737343041793952,0.01714736298921591,0.00953581488698438,-0.05364530454210812,-0.0824033511214056,0.0166059318676888,0.00871477534813694,-0.05501916485604999,-0.08651014182098546,0.016702110621921853,0.008530480065654296,-0.05283084697848724,-0.08906459562960668
Namibia,-0.006806243039963287,-0.0144824736891927,0.024383267736911123,0.02940554811074022,-0.013379001664835476,-0.00855140746376435,0.03343283696164286,0.02145468606849592,-0.011178047094021641,-0.015981899732331887,0.052501879066208346,0.06779252080244255,-0.018694686922421152,-0.009274034016441045,0.06260818723557159,0.05561982220928862
Nepal,-0.007196047924275897,-0.014950613432040601,-0.004925301040015441,-0.010662383420438945,-0.008359375487952998,-0.013638577895353337,-0.0008266532149844585,-0.013161608261655357,-0.022803555063513167,-0.04092223093446112,-0.01027295582933601,-0.029162239251110132,-0.0238130571448945,-0.039895851966689516,-0.007607703904325948,-0.02847686107879276
Netherlands,-0.012956131515750102,-0.003951639676335227,-2.7465244918693452e-05,-0.006440828821428017,-0.014053999674465252,-0.003170842079807548,-0.0007480095016562002,-0.004938320380473646,-0.01817684978718787,-0.004164897385994563,-0.0041648889195736,-0.013860754517973473,-0.01832603360816935,-0.0036282717829243666,-0.006007080247889945,-0.011497383710400192
Netherlands Antilles (former),,,,,,,,,,,,,,,,
New Caledonia,0.013779697759962545,0.012087801396907528,0.008208842793995039,0.007854447282284098,0.01714368107107021,0.009964325624848143,0.008495627800574614,0.0074313067744379594,0.036138123300024104,0.01903605098036864,0.021557321834891584,0.023268281915724526,0.03607144020209141,0.01987752657973057,0.0235267577361717,0.020967407459540354
New Zealand,0.02880019151281963,0.017779072797418416,-0.006809107039642826,-0.003272706608217514,0.032131046280075765,0.01580233726678506,-0.011340083623107814,-0.0014935005804198283,0.044123838378850096,0.020759307854715,-0.006177427188099522,0.0013760109680220176,0.044721934170135466,0.02064407158547661,-0.012568027489978135,0.004608423460768338
Nicaragua,-0.00665149747618494,0.005427675412423759,-0.004194192883842453,-0.013333221626693592,-0.007021948148790883,0.005398290189933306,-0.005536179260137673,-0.011497864647201103,-0.010197896960905175,0.011664092670982226,0.007809641523420911,-0.004117450366331089,-0.008750506449751741,0.012021893030030605,0.005255032511121776,-0.0013497486914546093
Niger,-0.012144396002268472,-0.005682578348337266,0.023800225267620444,0.04860951375712358,-0.011471161296109438,-0.00646365828862158,0.027112596839385328,0.041670165174211404,-0.03065420666239787,-0.014869885741825625,0.04245825416732101,0.07995726984864258,-0.025000336328319998,-0.017592213817982563,0.0444838831518958,0.07453498300343361
Nigeria,-0.002465014971783687,0.006650012046297644,-0.03634307609954548,-0.0416344896355349,-0.009480267907138837,0.006393753287487684,-0.04259626902964094,-0.035209637532503925,-0.014303370754140536,0.01812629206612969,-0.05369701180556869,-0.05884510567974858,-0.03321180987407269,0.017568693358157916,-0.05963180333899251,-0.05152301766488511
North Macedonia,-0.0014404424215416645,-0.013868255290213764,0.04781058045278888,0.05960681208573232,-0.002163264502844071,-0.010181342776166816,0.056602438788190684,0.051709133479127006,-0.004826570451583239,-0.03267788349147265,0.09273594622579463,0.0957527524126813,-0.007158335529914326,-0.02603118106420992,0.09817813598112973,0.0907360595640456
Norway,-0.02623419690859805,-0.0064990048412828065,-0.030569695286855256,-0.048649595811597376,-0.029979893528240282,-0.004281698686282061,-0.03510680488135503,-0.04339392196196409,-0.03794401353916151,-0.0074704084561526204,-0.05048060016740426,-0.06536010559335578,-0.040162764684809095,-0.005188836358110405,-0.05194135206233576,-0.0633633946778632
Oman,0.021713884086539986,0.01648446454703005,-0.020067963216053683,-0.028210148810591893,0.025614973234260867,0.013938990979278162,-0.017012997053690065,-0.028921993400967242,0.03172161077165145,0.029228383398607026,-0.02830072809148239,-0.03163226710171813,0.03640143561661351,0.025879555375188112,-0.021374989984928577,-0.03640330342868836
Pakistan,0.011427929377355298,0.016704776370451167,0.0069589089862822535,-0.0050467917501483784,0.01433553169986088,0.014988313592500543,0.005263480878917886,-0.005154633801770466,0.016081175317726015,0.021087108027811104,0.003888859897489879,-0.011224132469006836,0.02054907094049865,0.018556244642286723,-0.0008434682961105193,-0.010589719788207882
Panama,-0.018039190721472056,-0.01533102288531482,-0.07572746227449931,-0.04186813785136736,-0.01964130944486486,-0.012740644959648306,-0.07705062220208472,-0.042565649569256514,-0.022237573438059315,-0.01973329382150192,-0.10440370383532853,-0.051210806907449585,-0.02235734378168752,-0.015189025871077146,-0.10068174629489414,-0.05628946097519813
Papua New Guinea,0.04591850013771855,-0.034854476487841804,0.007582086846894133,0.0864928306506202,0.04695684961429577,-0.03023342031792077,0.015410487333309271,0.0642230598137138,0.057254874975078716,-0.03354277676229048,0.04150017721613932,0.19156418675447293,0.06090853768027238,-0.025732830901076198,0.05241506626789075,0.16215529675269186
Paraguay,0.01121510567247825,0.012524806102248796,0.018351459669758676,0.014686390828742268,0.01705742700415364,0.007057470595707069,0.018646120325411148,0.014615228484437455,0.025332866842211647,0.02973421549174577,0.02743784638389764,0.024585299323460968,0.035882643581200156,0.01967235005195443,0.028813229813859902,0.02305158057335727
Peru,0.018657642216172103,0.018972745345683068,0.006973019682644416,0.014494521973761323,0.019184201178861045,0.01942856656081151,0.008171812288993097,0.01348489189310079,0.015895427359623078,0.013776706891622154,0.012167513374923299,0.015201458855628349,0.015040408489634303,0.016263053732169446,0.014888879112280306,0.013630389219019315
Philippines,0.002021572929316975,-0.00973247748284265,0.003885857750832085,0.0017755683465874804,0.002041972673180354,-0.008363147873117361,0.001106329954442542,0.002313431856885274,0.008332290526653598,-0.010068516263860298,0.005715508657221402,-0.0019010251917693326,0.006520051689685967,-0.005836938909624147,0.0033090855085401993,-0.0019006792231496005
Poland,-0.005733715391762801,0.009188589867338545,-0.01022585158811775,-0.020053644749514557,-0.0014468766136141004,0.005676013381815166,-0.013816679210473035,-0.015957679593086017,-0.008034254884916589,0.017989350742031108,-0.00858311689112182,-0.024142420628286903,0.00042194186454821563,0.012874481150218258,-0.013080794343081658,-0.019284379517744744
Portugal,-0.010367831757144131,-0.020343735230891124,0.012183613900762558,0.01052716585068573,-0.009983154141112836,-0.018523847679209716,0.01130415228765402,0.010850602348932703,-0.020096203465899323,-0.030614004794446495,0.020294387477274044,0.012505540259681027,-0.017168984203034535,-0.030234947095676402,0.01663736781868194,0.01476236427071562
Qatar,0.008007741403338476,0.02154612055518475,0.0070249833006131536,0.09244242425028637,0.01200097095371589,0.015463317893304043,0.006295413745437677,0.08177985506391172,0.017286874264705918,0.028882635030609963,0.027671412308137435,0.16321997658162282,0.017043324615137405,0.02620896362009242,0.0259542712376797,0.1563850854161911
Romania,-0.02936181273382299,-0.032385866794536464,0.021842286235428634,0.023819923892951955,-0.028838973754169273,-0.031747178854864624,0.02253490054918364,0.02100664400214111,-0.04423610823686075,-0.047050738022521674,0.025415975465817933,0.028081790210199756,-0.04104433373689719,-0.04755844110303583,0.02442638942696159,0.025284744714440886
Russian Federation,-0.003504599779013329,0.008538708489021385,-0.0054342870810756335,0.004011453404568631,-0.0026703223194567013,0.006933148727641983,-0.005944295841869094,0.00219932287574404,-0.0068653177392692605,0.017019174595185826,-0.01004283802035478,0.006167232754129973,-0.004922592329068663,0.016211781708665038,-0.010760958458632525,0.003896274419075413
Rwanda,0.013057150763608506,0.016920302341857953,0.020768781010560493,0.07085367225313065,0.015103954603611032,0.016859473146063005,0.023425012831374964,0.07211600479646281,0.022997291381497437,0.03138236192449834,0.06199161194437971,0.1631302348540338,0.023347939853839116,0.03243595169167359,0.06957831469667554,0.16914690887243988
Réunion,0.007321616046085014,-0.02808187730332881,,,0.014711193876298857,-0.03208184350017317,,,-0.0028473828569034743,-0.03931000565375918,,,0.0024933024713490043,-0.04256501078481244,,
Sao Tome and Principe,-0.013761355401348253,-0.04818933472346586,0.011009558765264606,0.07348888992797205,-0.022524996839181088,-0.03556409452893795,0.002926256929496787,0.04392098623020542,-0.04631266050323759,-0.14050032458370337,0.11275971557831221,-0.0067071767246946745,-0.06992825716281711,-0.10699968057078028,0.10269956155146655,-0.04672808218422679
Saudi Arabia,-0.004767751863613527,0.0007405833382858527,0.03532301807227657,0.005913967328974823,-0.0016584330264205176,-0.0014573561712179633,0.0380166938357437,0.004379617365699249,-0.002338062959973483,0.0010788581832350199,0.031157861831635224,0.0006763598135132169,0.00015853835173838197,0.0019440475557383297,0.034357150170524736,-0.0012689305246394215
Senegal,-0.03764846549751409,-0.014213540041813561,0.08388853095897762,0.08595357794618301,-0.035192158241049334,-0.01690284261296538,0.09265385497243922,0.07982326823835353,-0.05680761501400164,-0.006670925794588619,0.10513361369737519,0.10547809471725521,-0.04969809496153104,-0.011114802398930972,0.114522453212024,0.09780202296787907
Serbia,-0.016174019514062058,0.0031665934090022623,0.005486792192468501,0.014625111570216105,-0.015829424649837963,0.0035320275570557167,0.010032192134516803,0.009326113313533611,-0.04367208583106104,0.007943451806693445,0.018225901035700282,0.040092652711882074,-0.04314592345367512,0.009978902121884571,0.02948990662637786,0.02775037576537005
Serbia and Montenegro,0.004772976677813711,-0.005597364434759789,,,-0.0006566996622873565,-0.001280751146073104,,,0.0043559150450028184,-0.005855566456096175,,,-0.0003359849422152869,-0.0022607476326366232,,
Seychelles,0.027204297635612298,0.052972259496429676,0.0,0.0,0.04682436556104058,0.03352350526030329,0.0,0.0,0.03414651295091976,0.06457228864163897,0.0,0.0,0.057109200675724336,0.03969104543623155,0.0,0.0
Sierra Leone,0.017866678808519106,-0.0006131488125203713,-0.024401230026763667,-0.1413050033038468,0.02584918161152853,1.7789140012072074e-05,-0.03429008376034311,-0.11202749869016716,0.058180737151843825,-0.0017091163799826021,-0.043649401672305625,-0.21732850411809254,0.0773351672161164,0.0001977953836591236,-0.057821133401529834,-0.17739905027734315
Singapore,-0.007331325840659205,0.001963083298389829,0.0071027755361395715,-0.0112802541930445,-0.008538837823914838,0.0023212253293557234,0.0064740821280351935,-0.009003997289372278,-0.01256910952929619,0.002931412649856662,0.015021820355882917,-0.011013759003571858,-0.012710727805296357,0.002799687219041905,0.013628931657373593,-0.008454467451334978
Slovak Republic,-0.036025285640981196,-0.05518917145539912,-0.0006088549127050514,-0.004879394663642344,-0.047447549074093535,-0.044467719943507594,-0.0020201905495997783,-0.0029676504676379965,-0.09202678962189478,-0.11407173588172621,-0.004348935620662118,-0.010074655252327987,-0.10575079653674027,-0.1012343244154422,-0.006629259541140547,-0.00747172883015767
Slovenia,0.028404972437832195,0.029730054695183326,0.0018685939569021079,-0.004706018732642679,0.03549651155366653,0.024893641518578785,0.0003698567185099881,-0.0033940981821043294,0.05032593891934904,0.038294375759982506,0.003663017534189827,-0.0021427603361910824,0.057639995064588556,0.03398861787011156,6.922084121559278e-05,-0.0010603803411959908
Solomon Islands,0.048699632898625146,0.040484414506499714,0.08349732804125182,-0.038838597148779075,0.05646092235273023,0.03771362326553137,0.02232936544623637,0.02232936544623637,0.07107413598356781,0.022856824559314013,0.08628512765556001,-0.058240853858207015,0.07003416002137033,0.03372262297511925,0.014022136898676513,0.014022136898676513
South Africa,0.013272424603757785,0.011262029679926932,-0.008371165310903055,0.009542589472561595,0.015215044372674059,0.009111458251364177,-0.009404216928068915,0.008327605913668832,0.025092253549020078,0.015095130365146297,-0.01173298631319963,0.012776388872777709,0.0252904813346142,0.014109587675664588,-0.01272232751120626,0.011637860668354722
Spain,0.01342259375932679,0.008285361740149492,-0.009736897694082642,0.02880981991424339,0.014739286023387194,0.00824596525687804,-0.008753992904540197,0.023712661316126617,0.01755367806354249,0.010706690029441003,-0.01605602467428825,0.03649014445712981,0.019145254632306305,0.010924262065432611,-0.013397154610228314,0.030639910786656486
Sri Lanka,-0.005240238808407563,0.014321672054629657,-0.0032823616835179724,-0.03491968480712313,-0.004347822530176521,0.013880834143004247,-0.008721989247282425,-0.027137958726775758,-0.013065347896884532,0.012798831433537996,-0.007656430951987511,-0.04640669863310292,-0.013516124619615091,0.01363663069145101,-0.014094467323385212,-0.03879843829088375
St. Kitts and Nevis,0.028048805159369354,-0.02029116153998948,0.0345820130929533,0.06609536418018418,0.038406020036345495,-0.01746745110684202,0.06759120006883904,0.04498167238484747,0.05439766760442934,-0.05892964771839378,0.11196621678932397,0.18644015913939374,0.057512999227916216,-0.04977076104262223,0.2008344141598934,0.12694649887981882
St. Lucia,-0.0034865549929795846,0.06195505848284063,,,-0.003197632559687935,0.05385121428050432,,,-0.017220228724750253,0.07771603586055996,,,-0.02357069596202033,0.07685825115361003,,
St. Vincent and the Grenadines,0.0037629237401802383,0.011213275852196102,-0.028802807010507057,-0.028514740883223,0.006998147628941529,0.0065623783576217,-0.029695669811740735,-0.028933128232506017,0.006886450449493996,0.024174224733752747,-0.03258412241172886,-0.020167272226022877,0.01169594907603991,0.014998302256376585,-0.031532035043463386,-0.023930205009800885
Sudan (former),-0.01248785783040543,0.008781166235599333,,,-0.005691573271260251,0.0010437920873985114,,,0.003860786601639604,0.022623269102685944,,,0.004047696697883435,0.020447411704836355,,
Suriname,0.02861966841592365,0.022798762397169322,0.0041324033489276825,0.004999507124517616,0.019286891088792113,0.032336730419565966,-0.0013307595134992973,0.00881826000893821,0.03877213206789026,0.006220617483612219,0.04146789843647868,0.05790868947484972,0.01859671410387137,0.025879808678722103,0.039835347953453545,0.05881416860354917
Sweden,0.010980751094016281,0.007121707573307472,0.008360771009185926,0.015675552119924892,0.013407066069043154,0.006477535208564673,0.00983484172768617,0.013721640425019775,0.016570605973523656,0.007198950964372335,0.01222914330736139,0.02155038409863181,0.01768232066113682,0.007346362812475933,0.014252225362435207,0.01895033744656158
Switzerland,-0.021829862133523305,-0.0240111277491294,0.02149915685774965,0.012346708310551638,-0.02256040897351208,-0.022998316750414683,0.02360136997494841,0.011054584603335194,-0.03425648897966224,-0.03829861258412585,0.028997625074030878,0.014204778960911697,-0.03565637729400625,-0.03664686762430055,0.03024763016202608,0.013489715485757553
Syrian Arab Republic,0.05839609968829964,0.03156628576665979,0.0020107371215326107,0.013005185309884757,0.06191408082724561,0.03405657387649006,0.002171017715743356,0.011324635302615526,0.07382846475343166,0.03713144182633844,0.0094582802923724,0.02836956509816552,0.07952852445571175,0.04034977062192062,0.00943392227605101,0.026927555776742804
Tanzania,-0.006087482478970719,0.007303067805404553,-0.015228965070733534,0.012410125865479222,-0.007679743547718825,0.006371190749339713,-0.011620066273533972,0.008133984514617661,-0.008576690740235784,0.0160870725166659,-0.018350183484486755,0.019516513221279914,-0.009496837740488307,0.014696357633974628,-0.010687416283964433,0.012923291765871345
Thailand,0.012219616487192494,0.006301298978690045,0.006121397304465862,-0.009107322740238887,0.015074755943430695,0.0044709448595377475,0.005274246863978624,-0.00574474769166959,0.01786892234545159,0.010490167851708665,0.015769786728529724,-0.00802328009948889,0.0210463222053698,0.008799122628779871,0.012565987588672339,-0.003154134655512096
Togo,-0.026179014817962882,-0.018856581459050857,0.003962892574270386,-0.000322591852894243,-0.029161157460051285,-0.017455717340872916,0.004154296314649687,0.0007062853267548261,-0.059760897007212384,-0.03628994843861929,0.03765773471987198,0.03490167936795216,-0.059252840872319676,-0.03803766052373597,0.03914508957665613,0.03442149786606005
Tonga,-0.034516640945004506,0.014112791456443211,,,-0.037579351794521765,0.008851357929932947,,,-0.035858388883506793,0.02017356939227181,,,-0.042053475695936475,0.014170308146539329,,
Trinidad and Tobago,-0.016072997684009705,-0.009448889139380238,-0.02854076014274831,-0.033510557475797315,-0.017212085021849486,-0.006146819073523549,-0.03213125414920988,-0.028407968771945943,-0.015160187744138574,-0.008510275951513702,-0.02717477688949417,-0.03732814207381809,-0.015417013098076297,-0.004425413119510171,-0.03377400156355646,-0.029112650850838785
Tunisia,-0.008428481600711772,-0.0011000630358375771,-0.005737473118158539,-0.01654463147382819,-0.009690763857138877,-0.0012021792476182098,-0.010137582711450776,-0.013687190356535074,-0.01361847362223499,-0.0007366078949007088,0.002111921736667545,-0.01467991386483035,-0.012446240952530831,-0.0028285929896545497,-0.007635165149553922,-0.010257292842356451
Turkey,-0.009813325594774635,-0.02070514103566641,-0.01653871752411261,-0.058162436610233105,-0.011957055055906173,-0.016903541316810843,-0.018019672322173656,-0.05332413125890254,-0.023809250687435453,-0.0390020837798245,-0.029657879278670023,-0.07522499866909106,-0.02616254840509238,-0.034126676288430094,-0.029179535525803112,-0.07418487701363934
Tuvalu,0.03287070309211008,0.03539380722079337,,,0.06667835303942826,0.025089800061933527,,,0.06791902105691336,0.025302368183819257,,,0.10444122292877478,0.0239094066225507,,
USSR,-0.03763683778418095,0.05555064182695702,,,-0.0008827626521953255,0.048303670074968046,,,-0.0528193108370085,0.04172277554237221,,,-0.021869793709699863,0.03717783417511069,,
Uganda,0.011093278844009095,0.01147531556614136,0.007673673341568024,0.030088909296445913,0.012688337191840135,0.010608003694852788,0.00571836936665718,0.026944135563920765,0.027308943014238782,0.019776347028201854,0.010069611903559757,0.03589904181093694,0.027898153652636704,0.020792337943652775,0.0065223439880374426,0.0338962393560126
Ukraine,-0.004998872153108467,-0.005310269283171164,-0.005524402119434839,-0.012621779611247332,-0.002591400238385715,-0.006416453970517526,-0.008074133907989799,-0.009697000983381165,-0.01373627936756973,-0.01524947820978078,-0.009367030835809387,-0.020320190584345647,-0.007762686957006072,-0.018332996887763634,-0.013550557665104313,-0.01605796314009586
United Arab Emirates,0.007956547013055532,0.012268583385915948,-0.0011539699214326415,0.004252815395024834,0.009252896349856321,0.014056699984439125,-0.0008772241743756605,0.002936347693354965,0.014692348424604002,0.001662566941544852,-0.001580201266904003,0.006087178380059061,0.008083445980471605,0.016886746364148452,-0.0003114611349627776,0.004004640152327645
United Kingdom,0.012305451177257707,0.0026651055732950916,0.025675780525477296,0.024905448401533057,0.014732639500602242,0.0018454083245258526,0.027744312371660747,0.023114147145860797,0.018812475123460508,0.005463292391718959,0.03870397494779669,0.037993745307274694,0.02195025348740148,0.003947342553442179,0.04025385469741965,0.03596095942379177
United States,-0.004878360978313754,0.015206569678197328,0.0011264961070416332,0.021832750841933805,-0.002468309982129177,0.012372628201739603,0.0027056832684836194,0.017980635203123513,-0.01184012935576838,0.01786058523570447,0.005037269339061197,0.031896408253787506,-0.00777275375990295,0.014330346615498533,0.006721422619875227,0.02821340411045637
Uruguay,-0.013351116357151593,0.0018710728908920874,0.008419632954933491,0.01360439482711144,-0.01340605488895762,0.0020989963778022024,0.0075384766986710434,0.01287171890012543,-0.02154795281129585,0.0015048437825102479,0.01909680247854137,0.020024324601326873,-0.02124406283112164,0.002087911508750468,0.016375751782810703,0.020730664135906244
Vanuatu,0.09607339586294289,0.052996375114196866,0.035368368352825814,-0.11728365914356842,0.09122243550894793,0.0596837936568618,0.07632601374819711,-0.07632601374819711,0.25117326969874904,0.12929996555082302,0.10527641296741844,-0.3745903368534084,0.23728436221257482,0.1493816940011999,0.23993337491041344,-0.23993337491041344
