name,af_in_pr,af_in_vl,af_ex_pr,af_ex_vl,af_in_pr2,af_in_vl2,af_ex_pr2,af_ex_vl2
Sweden,0.015963457821777615,0.013360319212175559,0.01153638711499682,0.013720732134082307,0.01635504189427634,0.013217718656139844,0.01076725751921317,0.015028634393637885
Switzerland,-0.0027834797823197985,-0.002393404150420379,0.023509977558387192,0.009818479995232112,-0.003671146464417944,-0.0021452727295363846,0.023532765663668537,0.010126337005521137
Syria,0.07135849552344976,0.06682161070761533,0.012293232372147809,0.034111326565552665,0.0762294939253578,0.054310570034318495,0.014314211552190209,0.032973832032955966
Thailand,0.01909412242281137,0.01005110378690906,0.005438329508923325,0.0008532666340970932,0.017645419046926538,0.011166862104709073,0.010923279730679738,-0.0038348497159307452
Togo,-0.04548538622766477,-0.04328068251758942,0.05564639908107514,0.044663995220766486,-0.052936722449480784,-0.03888102240945118,0.052640513002979984,0.04654431142751015
Tonga,-0.035369256723357875,0.0021868768972830924,,,-0.03256572658222758,0.010963974202453191,,
Trinidad and Tobago,-0.00027642606730602704,0.001786670691429989,-0.017206455948619203,-0.009954600711673,-0.0029253939666632344,0.0011573667337325172,-0.01595989500377655,-0.012240490734515072
Tunisia,-0.019621144812486568,-0.016061849032343884,-0.010149505783417504,0.0002409217847506829,-0.02528045061346665,-0.01133120381277572,0.00011700586035072412,-0.00383996631923154
Turkey,-0.011405532212053286,-0.011358064805930115,-0.025196356722406932,-0.07045505398762147,-0.013135257286565423,-0.012285916953204455,-0.028730736644787206,-0.06445110944214721
Tuvalu,0.178663602253036,0.01750424384997283,,,0.12743293888968418,0.03229483415549109,,
