name,af_in_pr,af_in_vl,af_ex_pr,af_ex_vl,af_in_pr2,af_in_vl2,af_ex_pr2,af_ex_vl2
USSR,0.017615996761419866,0.015836933508260098,0.001458243124902563,0.05718631531682709,0.014522425262648802,0.01501724299200969,0.00783329127854192,0.0451315316846401
Uganda,0.03249789750674496,0.025413069584089804,0.0015414726205676649,0.027673079385529063,0.033195042920921264,0.023315536275596425,0.004049450463673529,0.027219288415345228
Ukraine,-0.013623626951089677,-0.035068009541920526,-0.0131065353758359,-0.013117442678520441,-0.022753380734998704,-0.028880996769240105,-0.011992760492318,-0.01489202665418591
United Arab Emirates,-0.045037237153358514,-0.012393778826770363,0.001921106867555674,0.0023765068020106138,-0.037057466780736535,-0.025779288341731425,3.9161355200771055e-08,0.004669174456373376
United Kingdom,0.014165089825224969,-0.005031749355586129,0.032079506131064466,0.03230821398250628,0.014499107232955772,-0.0049745130241494965,0.03433315138772332,0.031922205834986415
United Republic of Tanzania,-0.009821316988406536,0.01866586575367616,0.006954079506508647,0.006787841695179608,-0.007924613221410684,0.0171718018739148,-0.003246589315030925,0.014206783753895138
United States,0.00012254381369533696,0.0050237759963420395,0.011030897492297673,0.02530752730083025,-0.005840847690384132,0.007777251783272175,0.008736777906379745,0.027499127603707197
Uruguay,-0.01675771024890397,0.0005051487625978162,0.012879164045334906,0.022326064885269833,-0.019969568334353188,0.0008590518398460027,0.017226138868765263,0.02000698842458344
Vanuatu,0.18909930421086046,0.19438788670873552,0.396703773804276,-0.14626365260696528,0.2406672738124743,0.1502930433804328,0.2714837132056206,-0.2714837132056206
Venezuela,0.02380461749673487,0.010147412347072884,0.008525683142218207,0.007810973719573444,0.019542800482433915,0.010725874490653169,0.012797708468590244,0.0066114021284108685
Yemen,-0.010114285992923836,-0.00895883609244411,0.013902111389948896,-0.005994769978943692,-0.009769933078954934,-0.008726243943238317,0.01823272577561684,-0.009280201026914108
Yugoslav SFR,-0.02239271626488837,-0.0861547304902587,-0.02434257656725109,-0.046465589615642254,-0.014749162806623568,-0.08998862961849066,-0.032890416907015434,-0.03825102797691128
Zambia,0.014815065887462266,-0.029965003542795087,-0.040392549049170674,-0.05395461511531723,0.0109183710700438,-0.026655755347972238,-0.037148113627523884,-0.054032069592830974
Zimbabwe,0.01813122933734814,0.04256173406100225,-0.02386609349419125,-0.005435579027538239,0.020059571155687395,0.041754344822382966,-0.02242459840557355,-0.008955611001123196
American Samoa,,,-0.005977228201911535,0.009433471254511086,,,-0.02006490757405009,0.04159876094903637
Andorra,,,-0.02902215896112253,-0.029593444102331987,,,-0.029307801531727268,-0.029307801531727268
Angola,,,-0.0507920079993828,-0.1252355845915336,,,-0.062114692028740925,-0.11832249550376155
Anguilla,,,,,,,,
Bouvet Island,,,,,,,,
British Indian Ocean Territory,,,-0.1491680403672749,-0.014777864372253076,,,-0.08197295236976401,-0.08197295236976401
British Virgin Islands,,,-0.05898274140177205,-0.04367807691635648,,,-0.05548704254548265,-0.04942713213186912
Cayman Islands,,,-0.3475480042555452,-0.1288835247085008,,,-0.3652928541363682,-0.16066114742446133
Chad,,,0.007861953909012539,0.0061916644348021885,,,0.00660604428347326,0.008705913753318147
Christmas Island,,,,,,,,
Cocos (Keeling) Islands,,,,,,,,
Czechoslovakia,,,-0.015760674720800966,-0.05806442404542151,,,-0.02401271173858109,-0.04873175056541832
Democratic People's Republic of Korea,,,-0.017545818473783868,-0.008451243605475044,,,-0.025021097990310517,-0.003966579240517252
Dominican Republic,,,0.0207461183190788,0.02617520800629369,,,0.023616413624189498,0.02332703812049259
Equatorial Guinea,,,,-0.04001289906538898,,,,-0.08037712673923658
Eritrea,,,0.1724816737886962,0.0892390482106685,,,0.12619881145805215,0.1589356294818466
Falkland Islands (Malvinas),,,0.15142228412160855,0.1598346133627541,,,0.17715982835608846,0.13949390538566642
Gibraltar,,,,,,,,
Guam,,,-0.0010914200987543349,-0.019724272749989304,,,-0.010656926487554536,-0.011764751723280922
Guinea-Bissau,,,-0.0977041791808414,-0.0548372059639857,,,-0.11281251552451255,-0.04260332382586638
Haiti,,,-0.011462742797898393,0.00802386060354888,,,-0.006078173415385571,0.0038845404033964266
Holy See,,,,,,,,
Iraq,,,0.0043742827915801375,0.012115924893540063,,,0.0021584084958857813,0.015112268037139297
Johnston Island,,,,,,,,
Lao People's Democratic Republic,,,-0.04411358354118865,0.015366145728543753,,,-0.0377938748755492,0.009953818077490382
Lesotho,,,-0.13579651732302495,-0.005052155194496507,,,-0.12592223774795192,-0.01435662593608759
Liberia,,,-0.0002233522438938357,0.029103631439473525,,,0.0008841881178045719,0.031406839917213665
Liechtenstein,,,,,,,,
Marshall Islands,,,-0.017154026945421674,-0.09543227311637023,,,-0.056293150030895966,-0.056293150030895966
Mayotte,,,,,,,,
Micronesia (Federated States of),,,,,,,,
Midway Islands,,,,,,,,
Monaco,,,-0.2853214028686767,-0.16055279627688418,,,-0.2229370995727804,-0.2229370995727804
Mozambique,,,-0.022659430427356412,0.016788620123826568,,,-0.02934540415165606,0.016450590261507473
Myanmar (Burma),,,-0.019195161715541212,-0.01227972424571847,,,-0.021160931275481253,-0.010417801868038257
Nauru,,,,,,,,
Niue,,,,,,,,
Pacific Islands (Palau),,,,,,,,
Palestine,,,0.2307650146077933,0.22295685950992555,,,0.19018356314824916,0.2844780750025473
Pitcairn Islands,,,,,,,,
Puerto Rico,,,-0.025262430079986003,-0.028423571066721418,,,-0.022762754892734296,-0.028819222967714143
"Saint Helena, Ascension and Tristan da Cunha",,,,,,,,
Saint Pierre and Miquelon,,,,,,,,
Western Samoa,,,0.020661243065509982,0.05371981369479435,,,0.0590919573824719,0.03306871386415272
San Marino,,,,,,,,
Somalia,,,0.09080529619025247,0.0015282465202483525,,,0.05574048704071026,0.012008489239582152
South Sudan,,,0.18111203161962625,0.06001934859808347,,,0.12056569010885487,0.12056569010885487
Sudan,,,-0.131273274422418,-0.02690399073737004,,,-0.08962782286360901,-0.06802702729241926
Tajikistan,,,0.03252442322091443,0.03372029635306065,,,0.030166968682975494,0.034705160523218065
Timor-Leste,,,,,,,,
Tokelau,,,-0.09674778143815144,-0.09997370801744644,,,-0.054325355177124376,-0.15464370607649833
Turkmenistan,,,0.03751819720640255,0.08624822638645746,,,0.05279222784463007,0.06325712216044345
Turks and Caicos Islands,,,0.006860230366607138,0.06047266478522573,,,0.03169495630680769,0.037178822021187816
US Minor Is.,,,,,,,,
Virgin Islands,,,,,,,,
Unspecified Area,,,0.023432058384161486,0.025558198684504957,,,0.024968378552770936,0.02542345139329617
Uzbekistan,,,-0.0013699307340397301,0.008605399887127826,,,0.0029307116573867127,0.008773910011080483
Viet Nam,,,-0.037721940001695264,-0.06321377055972116,,,-0.04215383472239393,-0.06126618046052339
Wallis and Futuna,,,,,,,,
Western Sahara,,,,,,,,
